Frequency (Hz) - Left Channel (Power Spectrum)	Amplitude - Left Channel (Power Spectrum)	Frequency (Hz) - Right Channel (Power Spectrum)	Amplitude - Right Channel (Power Spectrum)	
3701.333333	2.76512E-8	3701.333333	9.15138E-8	
3704	4.63801E-7	3704	2.11186E-7	
3706.666667	3.22493E-7	3706.666667	4.52339E-8	
3709.333333	1.02457E-7	3709.333333	2.32195E-7	
3712	1.50429E-7	3712	1.67806E-7	
3714.666667	6.28376E-8	3714.666667	4.07214E-8	
3717.333333	2.68312E-8	3717.333333	4.21865E-8	
3720	2.57685E-7	3720	5.33567E-8	
3722.666667	2.06966E-8	3722.666667	4.92815E-8	
3725.333333	1.45838E-7	3725.333333	1.48736E-7	
3728	2.30067E-7	3728	6.30263E-9	
3730.666667	1.30712E-7	3730.666667	7.96688E-9	
3733.333333	8.72868E-8	3733.333333	1.16802E-8	
3736	3.43704E-8	3736	1.39954E-7	
3738.666667	5.99734E-8	3738.666667	7.03711E-8	
3741.333333	4.92089E-8	3741.333333	2.87737E-7	
3744	1.26996E-7	3744	1.65246E-7	
3746.666667	3.46556E-8	3746.666667	7.13697E-8	
3749.333333	1.49359E-8	3749.333333	4.83293E-9	
3752	1.55046E-7	3752	2.52823E-8	
3754.666667	1.0181E-7	3754.666667	7.50783E-8	
3757.333333	1.51824E-9	3757.333333	5.80339E-8	
3760	2.11442E-8	3760	4.21755E-8	
3762.666667	9.69119E-8	3762.666667	8.07258E-8	
3765.333333	2.19157E-8	3765.333333	4.19562E-8	
3768	2.51024E-8	3768	1.47807E-7	
3770.666667	3.56574E-7	3770.666667	1.44291E-7	
3773.333333	1.09116E-7	3773.333333	2.5528E-7	
3776	4.83784E-8	3776	3.87094E-8	
3778.666667	5.38444E-9	3778.666667	3.97041E-8	
3781.333333	1.78041E-8	3781.333333	6.34171E-8	
3784	1.86526E-7	3784	8.86429E-8	
3786.666667	2.46158E-7	3786.666667	9.94544E-8	
3789.333333	1.71395E-8	3789.333333	2.09321E-8	
3792	2.1702E-7	3792	5.3012E-9	
3794.666667	2.52792E-7	3794.666667	6.40025E-8	
3797.333333	4.12424E-8	3797.333333	1.92938E-7	
3800	3.96362E-7	3800	8.5124E-8	
3802.666667	3.5557E-7	3802.666667	3.22379E-8	
3805.333333	1.20942E-7	3805.333333	1.30473E-7	
3808	2.85482E-7	3808	1.26114E-7	
3810.666667	1.761E-7	3810.666667	1.33795E-7	
3813.333333	1.83185E-7	3813.333333	6.65913E-8	
3816	3.07426E-8	3816	8.496E-8	
3818.666667	3.23782E-9	3818.666667	3.90563E-9	
3821.333333	1.73982E-8	3821.333333	2.61981E-8	
3824	5.50284E-8	3824	6.23121E-8	
3826.666667	3.50387E-8	3826.666667	5.29567E-8	
3829.333333	1.60503E-7	3829.333333	2.01375E-8	
3832	5.46951E-8	3832	5.8528E-8	
3834.666667	1.48905E-7	3834.666667	1.42559E-7	
3837.333333	1.92983E-7	3837.333333	1.86848E-7	
3840	7.33342E-8	3840	8.75952E-9	
3842.666667	1.90415E-8	3842.666667	8.63206E-8	
3845.333333	9.09549E-8	3845.333333	4.1834E-8	
3848	2.26201E-7	3848	6.30906E-8	
3850.666667	5.05419E-8	3850.666667	3.49633E-8	
3853.333333	1.77547E-8	3853.333333	2.28571E-8	
3856	6.20556E-9	3856	1.10102E-8	
3858.666667	4.11642E-8	3858.666667	3.40134E-8	
3861.333333	8.64759E-8	3861.333333	1.38192E-7	
3864	1.93492E-7	3864	2.32104E-7	
3866.666667	3.28334E-7	3866.666667	2.15663E-7	
3869.333333	3.62453E-7	3869.333333	2.52909E-7	
3872	2.63075E-7	3872	4.83532E-7	
3874.666667	4.49302E-7	3874.666667	4.36681E-7	
3877.333333	3.27733E-7	3877.333333	5.24728E-7	
3880	2.50802E-7	3880	3.56888E-7	
3882.666667	1.01647E-7	3882.666667	5.17758E-8	
3885.333333	7.18235E-8	3885.333333	3.66165E-9	
3888	1.26593E-7	3888	4.40342E-8	
3890.666667	2.03424E-7	3890.666667	4.99167E-9	
3893.333333	5.81276E-8	3893.333333	8.26475E-8	
3896	3.73472E-8	3896	1.0777E-7	
3898.666667	4.78065E-8	3898.666667	9.03216E-8	
3901.333333	1.17066E-7	3901.333333	1.45741E-7	
3904	4.18987E-7	3904	3.04436E-7	
3906.666667	4.05301E-7	3906.666667	2.81188E-7	
3909.333333	2.53085E-7	3909.333333	2.53942E-7	
3912	9.73646E-8	3912	1.26852E-8	
3914.666667	4.73389E-8	3914.666667	5.76685E-8	
3917.333333	6.55293E-8	3917.333333	1.47121E-7	
3920	4.67199E-8	3920	5.80262E-8	
3922.666667	1.98826E-9	3922.666667	8.17073E-9	
3925.333333	4.05449E-8	3925.333333	1.01411E-8	
3928	1.1032E-8	3928	1.27287E-7	
3930.666667	1.13446E-7	3930.666667	5.93082E-8	
3933.333333	3.42918E-8	3933.333333	8.69324E-8	
3936	2.01952E-7	3936	1.79466E-7	
3938.666667	1.98589E-7	3938.666667	4.1241E-8	
3941.333333	1.66817E-7	3941.333333	1.60662E-7	
3944	7.39911E-7	3944	4.39088E-7	
3946.666667	4.37549E-8	3946.666667	7.86282E-8	
3949.333333	4.26126E-8	3949.333333	1.17231E-8	
3952	7.09382E-8	3952	1.05675E-7	
3954.666667	5.1147E-8	3954.666667	5.6703E-9	
3957.333333	1.26736E-7	3957.333333	3.85372E-8	
3960	4.45709E-8	3960	1.21782E-8	
3962.666667	5.50893E-8	3962.666667	8.44475E-8	
3965.333333	3.35103E-8	3965.333333	1.12091E-7	
3968	9.31897E-9	3968	5.48467E-8	
3970.666667	9.61979E-8	3970.666667	9.60417E-8	
3973.333333	6.44272E-8	3973.333333	4.00696E-9	
3976	9.37386E-11	3976	5.42262E-9	
3978.666667	6.78269E-8	3978.666667	1.88314E-8	
3981.333333	3.49025E-8	3981.333333	1.46686E-8	
3984	1.74018E-7	3984	3.59637E-7	
3986.666667	2.35452E-7	3986.666667	2.46935E-8	
3989.333333	5.28049E-8	3989.333333	1.25614E-7	
3992	1.03307E-8	3992	7.40735E-8	
3994.666667	6.6284E-8	3994.666667	6.747E-8	
3997.333333	6.98523E-8	3997.333333	3.7623E-8	
4000	3.50369E-8	4000	2.80549E-7	
4002.666667	2.89392E-8	4002.666667	6.04559E-8	
4005.333333	2.47363E-8	4005.333333	4.64708E-10	
4008	7.46508E-8	4008	1.37209E-8	
4010.666667	6.17992E-8	4010.666667	3.33946E-8	
4013.333333	8.68548E-9	4013.333333	7.07333E-8	
4016	2.09745E-8	4016	1.04762E-7	
4018.666667	4.33348E-8	4018.666667	2.1818E-8	
4021.333333	2.46553E-7	4021.333333	7.02569E-8	
4024	4.0075E-9	4024	2.3707E-7	
4026.666667	4.09889E-7	4026.666667	3.13699E-7	
4029.333333	4.64883E-8	4029.333333	1.28135E-7	
4032	1.53058E-7	4032	1.92445E-8	
4034.666667	8.17375E-8	4034.666667	2.1947E-7	
4037.333333	8.89432E-8	4037.333333	9.26832E-8	
4040	4.27237E-8	4040	5.2544E-8	
4042.666667	1.83369E-7	4042.666667	7.94128E-9	
4045.333333	5.77389E-8	4045.333333	2.03599E-8	
4048	5.43895E-8	4048	2.85241E-9	
4050.666667	1.92503E-8	4050.666667	6.02148E-8	
4053.333333	3.3981E-9	4053.333333	3.83419E-8	
4056	5.1192E-9	4056	1.9393E-8	
4058.666667	1.5893E-7	4058.666667	5.2093E-10	
4061.333333	8.98783E-8	4061.333333	3.15409E-8	
4064	8.86516E-8	4064	6.53791E-8	
4066.666667	5.48009E-8	4066.666667	7.17792E-8	
4069.333333	1.16421E-8	4069.333333	3.91679E-8	
4072	9.65789E-8	4072	1.20246E-7	
4074.666667	2.36642E-8	4074.666667	1.09165E-8	
4077.333333	2.09932E-8	4077.333333	3.20681E-8	
4080	3.80536E-9	4080	4.84036E-9	
4082.666667	8.51965E-9	4082.666667	3.28349E-8	
4085.333333	5.25217E-8	4085.333333	2.88182E-8	
4088	4.18408E-8	4088	1.60442E-8	
4090.666667	1.53785E-9	4090.666667	2.01309E-9	
4093.333333	3.45791E-8	4093.333333	2.05208E-8	
4096	1.46654E-8	4096	6.19298E-8	
4098.666667	3.87416E-8	4098.666667	2.07059E-9	
4101.333333	6.07782E-8	4101.333333	8.65742E-8	
4104	7.03471E-8	4104	1.0712E-7	
4106.666667	2.49254E-8	4106.666667	1.55181E-7	
4109.333333	5.15826E-9	4109.333333	6.61749E-8	
4112	1.11301E-7	4112	4.292E-8	
4114.666667	1.25862E-8	4114.666667	4.29245E-8	
4117.333333	3.35451E-8	4117.333333	8.8029E-8	
4120	2.52159E-7	4120	2.62422E-7	
4122.666667	9.01834E-8	4122.666667	1.15613E-7	
4125.333333	2.96922E-8	4125.333333	6.7686E-8	
4128	2.15958E-8	4128	2.09576E-7	
4130.666667	3.78521E-8	4130.666667	2.20172E-9	
4133.333333	8.57877E-8	4133.333333	1.92625E-8	
4136	6.92388E-8	4136	3.49417E-8	
4138.666667	5.60313E-8	4138.666667	4.00141E-8	
4141.333333	1.64796E-9	4141.333333	7.93236E-8	
4144	1.68733E-9	4144	2.94937E-8	
4146.666667	4.51124E-8	4146.666667	5.09095E-8	
4149.333333	1.67715E-8	4149.333333	9.00619E-8	
4152	8.3611E-8	4152	1.28951E-8	
4154.666667	8.27993E-8	4154.666667	5.37886E-9	
4157.333333	1.26286E-7	4157.333333	3.38517E-8	
4160	3.76064E-7	4160	2.32037E-7	
4162.666667	5.1883E-8	4162.666667	1.74696E-7	
4165.333333	8.78484E-8	4165.333333	6.37531E-8	
4168	9.18279E-8	4168	5.15236E-8	
4170.666667	1.62999E-7	4170.666667	3.13063E-8	
4173.333333	5.31032E-8	4173.333333	2.8042E-9	
4176	3.41252E-7	4176	2.31245E-7	
4178.666667	3.85275E-8	4178.666667	1.13538E-7	
4181.333333	1.09466E-7	4181.333333	2.52912E-7	
4184	3.82582E-7	4184	1.59565E-8	
4186.666667	2.4245E-7	4186.666667	1.34018E-7	
4189.333333	5.45544E-8	4189.333333	4.9819E-8	
4192	2.23649E-7	4192	5.33345E-7	
4194.666667	9.9805E-8	4194.666667	1.27141E-7	
4197.333333	1.1411E-7	4197.333333	3.33225E-7	
4200	5.18875E-8	4200	7.09827E-8	
4202.666667	1.085E-7	4202.666667	1.4489E-7	
4205.333333	5.81264E-8	4205.333333	5.94604E-8	
4208	7.85811E-8	4208	6.66485E-8	
4210.666667	1.70232E-7	4210.666667	1.93005E-7	
4213.333333	8.15646E-8	4213.333333	4.59521E-8	
4216	2.35108E-7	4216	6.2754E-8	
4218.666667	1.54655E-7	4218.666667	1.56873E-7	
4221.333333	1.24459E-8	4221.333333	1.51186E-8	
4224	1.69375E-7	4224	1.62454E-7	
4226.666667	8.9552E-8	4226.666667	4.36971E-8	
4229.333333	1.71565E-7	4229.333333	1.39788E-7	
4232	2.10055E-7	4232	7.94884E-8	
4234.666667	6.18092E-8	4234.666667	1.61584E-7	
4237.333333	5.7788E-7	4237.333333	1.95071E-7	
4240	6.49148E-8	4240	1.00002E-7	
4242.666667	2.91609E-7	4242.666667	5.32951E-8	
4245.333333	3.87557E-7	4245.333333	3.48651E-8	
4248	1.09589E-7	4248	5.25654E-8	
4250.666667	1.10585E-8	4250.666667	2.11985E-8	
4253.333333	2.42767E-8	4253.333333	3.00402E-8	
4256	4.50806E-10	4256	2.7746E-10	
4258.666667	1.41102E-8	4258.666667	2.83144E-8	
4261.333333	8.86462E-9	4261.333333	2.89236E-8	
4264	1.54898E-8	4264	8.93684E-9	
4266.666667	1.11439E-7	4266.666667	4.64025E-8	
4269.333333	2.75325E-7	4269.333333	1.00679E-7	
4272	3.55011E-7	4272	1.83073E-8	
4274.666667	1.3971E-7	4274.666667	1.81899E-8	
4277.333333	1.48039E-7	4277.333333	2.70913E-9	
4280	8.83146E-9	4280	1.90447E-8	
4282.666667	2.9269E-9	4282.666667	2.75741E-8	
4285.333333	1.02013E-8	4285.333333	2.56655E-9	
4288	5.01883E-8	4288	2.10787E-8	
4290.666667	1.62403E-8	4290.666667	1.00424E-7	
4293.333333	2.24503E-10	4293.333333	3.35192E-8	
4296	4.56116E-8	4296	1.80008E-8	
4298.666667	1.11831E-7	4298.666667	5.04556E-8	
4301.333333	1.20834E-7	4301.333333	9.06093E-8	
4304	3.17469E-8	4304	1.36017E-7	
4306.666667	3.25809E-8	4306.666667	6.18086E-8	
4309.333333	1.27434E-8	4309.333333	1.49911E-8	
4312	3.1001E-9	4312	3.62113E-10	
4314.666667	1.41777E-8	4314.666667	1.82533E-9	
4317.333333	2.04508E-8	4317.333333	1.17112E-8	
4320	5.37665E-8	4320	2.07587E-8	
4322.666667	5.62553E-8	4322.666667	3.09649E-8	
4325.333333	4.47208E-8	4325.333333	3.92539E-8	
4328	1.33879E-8	4328	4.17579E-9	
4330.666667	1.5604E-9	4330.666667	2.07478E-8	
4333.333333	9.7213E-8	4333.333333	4.20144E-9	
4336	1.06079E-7	4336	2.91838E-8	
4338.666667	3.43397E-8	4338.666667	6.74073E-8	
4341.333333	2.6404E-8	4341.333333	3.67531E-8	
4344	1.16306E-7	4344	3.91391E-8	
4346.666667	2.87442E-7	4346.666667	4.81114E-8	
4349.333333	7.50814E-8	4349.333333	1.34578E-8	
4352	1.2155E-8	4352	1.94637E-8	
4354.666667	1.42523E-7	4354.666667	4.7941E-8	
4357.333333	5.1653E-8	4357.333333	1.77053E-8	
4360	2.73563E-12	4360	1.13414E-8	
4362.666667	1.80818E-8	4362.666667	5.0334E-8	
4365.333333	4.41383E-8	4365.333333	1.68611E-8	
4368	2.59245E-8	4368	1.18717E-8	
4370.666667	7.82997E-8	4370.666667	3.76085E-8	
4373.333333	5.84419E-8	4373.333333	5.38586E-8	
4376	9.41323E-8	4376	8.52161E-9	
4378.666667	7.29069E-8	4378.666667	4.56643E-8	
4381.333333	7.17867E-8	4381.333333	1.3664E-8	
4384	5.03878E-8	4384	8.16014E-8	
4386.666667	9.89262E-9	4386.666667	2.04792E-8	
4389.333333	1.59091E-7	4389.333333	6.41162E-8	
4392	2.95846E-8	4392	3.79166E-8	
4394.666667	1.68111E-8	4394.666667	2.94516E-8	
4397.333333	1.84857E-8	4397.333333	9.90211E-9	
4400	1.19928E-7	4400	7.41334E-8	
4402.666667	8.62334E-8	4402.666667	3.56626E-8	
4405.333333	2.02508E-8	4405.333333	1.09466E-9	
4408	1.85501E-9	4408	2.83431E-8	
4410.666667	3.82551E-7	4410.666667	3.84243E-8	
4413.333333	1.93259E-7	4413.333333	9.46239E-8	
4416	2.79915E-8	4416	1.21631E-8	
4418.666667	1.66257E-8	4418.666667	3.18967E-8	
4421.333333	7.22971E-8	4421.333333	7.65799E-8	
4424	2.79999E-8	4424	5.28934E-8	
4426.666667	1.83211E-8	4426.666667	3.16251E-8	
4429.333333	7.20187E-8	4429.333333	7.48376E-9	
4432	2.11366E-7	4432	3.71098E-8	
4434.666667	2.58435E-8	4434.666667	3.16896E-8	
4437.333333	1.12514E-10	4437.333333	4.7395E-9	
4440	1.00248E-7	4440	4.42048E-8	
4442.666667	2.75291E-9	4442.666667	6.41224E-8	
4445.333333	2.31772E-8	4445.333333	6.29917E-8	
4448	2.04417E-7	4448	4.42493E-7	
4450.666667	1.00476E-7	4450.666667	3.30993E-7	
4453.333333	5.62173E-7	4453.333333	2.88136E-7	
4456	1.568E-8	4456	3.71231E-7	
4458.666667	6.37869E-9	4458.666667	2.97379E-8	
4461.333333	2.23504E-7	4461.333333	6.9956E-8	
4464	3.20945E-8	4464	7.45633E-8	
4466.666667	6.24698E-9	4466.666667	9.77853E-8	
4469.333333	1.4897E-7	4469.333333	1.88454E-8	
4472	9.29092E-8	4472	7.41449E-8	
4474.666667	5.18767E-8	4474.666667	3.26447E-8	
4477.333333	4.62355E-9	4477.333333	8.01061E-8	
4480	2.59729E-8	4480	1.18986E-7	
4482.666667	6.22253E-10	4482.666667	7.84657E-9	
4485.333333	1.27547E-7	4485.333333	2.94197E-7	
4488	9.59558E-11	4488	1.01766E-7	
4490.666667	3.9278E-8	4490.666667	9.22976E-8	
4493.333333	1.01034E-7	4493.333333	6.35842E-8	
4496	1.30468E-7	4496	1.80586E-7	
4498.666667	1.45524E-7	4498.666667	4.68988E-8	
4501.333333	3.61966E-7	4501.333333	3.1251E-7	
4504	8.43305E-8	4504	9.22291E-8	
4506.666667	1.30887E-7	4506.666667	1.88513E-7	
4509.333333	7.73094E-8	4509.333333	3.96357E-8	
4512	7.32055E-8	4512	1.5977E-7	
4514.666667	6.69448E-9	4514.666667	7.48865E-8	
4517.333333	1.94684E-7	4517.333333	2.04041E-7	
4520	2.01896E-8	4520	4.99002E-8	
4522.666667	1.83761E-7	4522.666667	2.29029E-7	
4525.333333	1.49545E-7	4525.333333	1.56859E-7	
4528	1.80951E-8	4528	6.3209E-8	
4530.666667	4.84018E-9	4530.666667	9.0045E-8	
4533.333333	2.39889E-8	4533.333333	4.71383E-9	
4536	1.71099E-8	4536	2.56906E-8	
4538.666667	3.37436E-9	4538.666667	2.475E-8	
4541.333333	2.43673E-8	4541.333333	3.4386E-8	
4544	7.6033E-9	4544	4.53869E-8	
4546.666667	1.8937E-9	4546.666667	2.88046E-8	
4549.333333	2.11827E-8	4549.333333	9.84631E-9	
4552	5.04339E-9	4552	9.1503E-9	
4554.666667	1.73706E-8	4554.666667	8.27625E-8	
4557.333333	3.64721E-8	4557.333333	6.19826E-8	
4560	1.43844E-7	4560	1.42544E-7	
4562.666667	5.47085E-8	4562.666667	1.23138E-7	
4565.333333	8.48574E-8	4565.333333	2.00105E-7	
4568	9.52171E-8	4568	6.91876E-9	
4570.666667	2.41951E-8	4570.666667	6.40665E-8	
4573.333333	1.52122E-7	4573.333333	1.90327E-8	
4576	4.02487E-8	4576	2.45386E-8	
4578.666667	1.63501E-8	4578.666667	3.72291E-8	
4581.333333	7.91167E-9	4581.333333	3.16541E-8	
4584	2.26126E-8	4584	1.02733E-8	
4586.666667	1.55306E-8	4586.666667	1.16398E-8	
4589.333333	4.09082E-9	4589.333333	4.98846E-8	
4592	3.96667E-8	4592	3.11736E-8	
4594.666667	7.02958E-8	4594.666667	1.95409E-7	
4597.333333	3.37834E-8	4597.333333	2.67285E-8	
4600	2.37634E-8	4600	1.48404E-8	
4602.666667	1.43845E-7	4602.666667	1.79443E-7	
4605.333333	1.82062E-7	4605.333333	3.43124E-7	
4608	1.9885E-8	4608	1.43956E-7	
4610.666667	5.94134E-8	4610.666667	7.5313E-8	
4613.333333	2.02866E-8	4613.333333	2.48905E-8	
4616	7.67079E-9	4616	5.90316E-8	
4618.666667	8.75156E-10	4618.666667	1.66731E-8	
4621.333333	5.17678E-8	4621.333333	3.52333E-9	
4624	3.12635E-8	4624	2.43306E-9	
4626.666667	4.58863E-8	4626.666667	7.13094E-8	
4629.333333	6.35314E-8	4629.333333	2.86897E-8	
4632	3.38898E-8	4632	3.76135E-8	
4634.666667	8.54587E-9	4634.666667	4.10118E-8	
4637.333333	1.39801E-8	4637.333333	8.07785E-8	
4640	1.32878E-7	4640	5.83965E-8	
4642.666667	1.23666E-7	4642.666667	2.68284E-8	
4645.333333	1.02506E-7	4645.333333	4.1081E-8	
4648	1.27576E-7	4648	8.14781E-8	
4650.666667	5.76393E-8	4650.666667	3.33158E-9	
4653.333333	1.58877E-7	4653.333333	3.37335E-8	
4656	5.53651E-9	4656	1.06337E-7	
4658.666667	1.84915E-8	4658.666667	2.27837E-8	
4661.333333	5.44799E-9	4661.333333	4.08716E-8	
4664	1.017E-7	4664	1.02897E-7	
4666.666667	4.75733E-8	4666.666667	5.02948E-8	
4669.333333	3.81364E-8	4669.333333	1.31783E-7	
4672	4.2343E-8	4672	6.97803E-8	
4674.666667	1.54369E-7	4674.666667	2.48509E-7	
4677.333333	3.88798E-8	4677.333333	6.71757E-8	
4680	3.71949E-8	4680	3.96866E-8	
4682.666667	1.34373E-7	4682.666667	6.4834E-8	
4685.333333	4.32804E-8	4685.333333	3.9133E-8	
4688	5.88029E-8	4688	4.52279E-8	
4690.666667	2.80894E-8	4690.666667	2.20333E-8	
4693.333333	9.81213E-8	4693.333333	1.17727E-9	
4696	1.61107E-8	4696	2.16664E-8	
4698.666667	5.06893E-8	4698.666667	1.47365E-8	
4701.333333	1.53241E-8	4701.333333	6.56769E-9	
4704	3.31488E-8	4704	8.20266E-8	
4706.666667	6.46061E-8	4706.666667	3.61794E-8	
4709.333333	2.42649E-8	4709.333333	3.69904E-8	
4712	1.96155E-8	4712	1.89015E-8	
4714.666667	5.08177E-8	4714.666667	5.75574E-8	
4717.333333	3.4884E-7	4717.333333	1.27827E-7	
4720	1.2768E-7	4720	1.13262E-8	
4722.666667	4.49203E-8	4722.666667	1.54047E-7	
4725.333333	2.33115E-7	4725.333333	1.71347E-7	
4728	2.94513E-7	4728	2.89478E-7	
4730.666667	1.17223E-8	4730.666667	2.07537E-8	
4733.333333	9.94989E-8	4733.333333	1.55091E-7	
4736	7.45202E-8	4736	7.33279E-8	
4738.666667	6.64824E-8	4738.666667	3.50454E-8	
4741.333333	3.68132E-8	4741.333333	3.64801E-8	
4744	4.15083E-8	4744	8.82248E-9	
4746.666667	9.17586E-8	4746.666667	7.74928E-8	
4749.333333	3.77371E-7	4749.333333	2.93512E-7	
4752	1.22208E-9	4752	3.91003E-8	
4754.666667	1.36068E-7	4754.666667	2.90782E-7	
4757.333333	4.20074E-7	4757.333333	2.90804E-7	
4760	9.94788E-8	4760	9.27552E-8	
4762.666667	4.33621E-8	4762.666667	1.82317E-7	
4765.333333	7.38054E-8	4765.333333	6.29021E-8	
4768	2.49152E-8	4768	5.6725E-8	
4770.666667	1.07149E-7	4770.666667	1.62346E-7	
4773.333333	5.36482E-9	4773.333333	7.62561E-9	
4776	1.16619E-7	4776	1.56913E-7	
4778.666667	5.63896E-8	4778.666667	7.22101E-8	
4781.333333	3.17374E-7	4781.333333	1.33792E-7	
4784	6.63746E-8	4784	1.00015E-7	
4786.666667	5.34563E-8	4786.666667	6.12923E-9	
4789.333333	3.9447E-7	4789.333333	3.4457E-7	
4792	1.74167E-7	4792	1.37623E-7	
4794.666667	3.27153E-7	4794.666667	9.65036E-8	
4797.333333	1.48522E-7	4797.333333	9.97249E-8	
4800	1.3584E-7	4800	3.21877E-8	
4802.666667	2.42614E-7	4802.666667	9.18052E-8	
4805.333333	1.24705E-8	4805.333333	1.07038E-8	
4808	9.30513E-8	4808	1.13448E-7	
4810.666667	4.90997E-8	4810.666667	1.10258E-7	
4813.333333	9.19437E-8	4813.333333	1.05016E-7	
4816	7.60105E-8	4816	6.10357E-8	
4818.666667	6.27297E-8	4818.666667	6.80052E-8	
4821.333333	5.46492E-8	4821.333333	7.1593E-8	
4824	3.01875E-8	4824	1.76029E-9	
4826.666667	3.01282E-8	4826.666667	2.44421E-9	
4829.333333	4.20828E-8	4829.333333	2.66892E-9	
4832	6.77728E-8	4832	2.59114E-8	
4834.666667	3.65274E-8	4834.666667	4.41651E-9	
4837.333333	1.56158E-8	4837.333333	1.63037E-8	
4840	3.13825E-8	4840	3.17536E-8	
4842.666667	1.22208E-8	4842.666667	1.36325E-8	
4845.333333	1.62055E-8	4845.333333	5.04387E-9	
4848	3.23441E-8	4848	5.83506E-9	
4850.666667	4.03333E-8	4850.666667	4.49493E-9	
4853.333333	1.43883E-8	4853.333333	3.60937E-8	
4856	8.23982E-8	4856	8.30069E-8	
4858.666667	1.20952E-8	4858.666667	1.06028E-8	
4861.333333	2.35087E-8	4861.333333	3.38851E-8	
4864	4.66137E-8	4864	7.00447E-8	
4866.666667	2.66356E-8	4866.666667	2.64985E-8	
4869.333333	4.63922E-8	4869.333333	3.55771E-9	
4872	4.77721E-8	4872	1.346E-9	
4874.666667	5.27881E-8	4874.666667	3.82325E-8	
4877.333333	2.35606E-8	4877.333333	3.17359E-8	
4880	1.58399E-8	4880	6.8097E-8	
4882.666667	8.41093E-8	4882.666667	2.5655E-8	
4885.333333	2.58485E-7	4885.333333	1.27006E-7	
4888	2.01767E-7	4888	7.56867E-8	
4890.666667	7.99517E-8	4890.666667	3.63268E-8	
4893.333333	1.19267E-7	4893.333333	7.13235E-8	
4896	1.68718E-7	4896	1.29032E-7	
4898.666667	1.68218E-7	4898.666667	1.80961E-7	
4901.333333	8.68859E-8	4901.333333	2.29339E-7	
4904	4.76644E-8	4904	7.86354E-8	
4906.666667	1.49453E-7	4906.666667	1.64431E-7	
4909.333333	1.46179E-8	4909.333333	4.05036E-8	
4912	9.03449E-8	4912	1.46501E-7	
4914.666667	5.83905E-8	4914.666667	5.52333E-8	
4917.333333	2.28792E-8	4917.333333	2.70827E-8	
4920	5.14015E-8	4920	3.00711E-8	
4922.666667	3.49763E-9	4922.666667	1.58799E-9	
4925.333333	5.48502E-8	4925.333333	3.50089E-8	
4928	2.1088E-8	4928	1.52998E-8	
4930.666667	3.93361E-8	4930.666667	1.33385E-8	
4933.333333	2.1672E-8	4933.333333	5.1315E-10	
4936	2.6891E-8	4936	2.57489E-8	
4938.666667	7.63499E-8	4938.666667	7.48448E-9	
4941.333333	1.56356E-8	4941.333333	1.42965E-8	
4944	1.23965E-8	4944	3.8299E-8	
4946.666667	6.45883E-8	4946.666667	3.29792E-8	
4949.333333	4.30314E-8	4949.333333	3.59956E-8	
4952	1.1312E-7	4952	1.7147E-9	
4954.666667	2.03087E-8	4954.666667	9.86247E-8	
4957.333333	5.44594E-8	4957.333333	1.02299E-8	
4960	9.46926E-8	4960	1.26341E-7	
4962.666667	4.7218E-8	4962.666667	1.5127E-8	
4965.333333	1.16299E-8	4965.333333	8.53417E-8	
4968	1.00612E-7	4968	3.84572E-8	
4970.666667	1.26132E-8	4970.666667	1.44037E-8	
4973.333333	3.23771E-8	4973.333333	1.44228E-8	
4976	6.11264E-8	4976	8.74031E-9	
4978.666667	8.7033E-8	4978.666667	1.87675E-7	
4981.333333	1.09009E-9	4981.333333	1.59206E-8	
4984	5.97244E-9	4984	2.33395E-8	
4986.666667	9.83865E-8	4986.666667	1.21363E-8	
4989.333333	4.29391E-8	4989.333333	4.15179E-8	
4992	4.59099E-8	4992	9.92561E-8	
4994.666667	1.59594E-7	4994.666667	6.22711E-8	
4997.333333	7.82463E-8	4997.333333	6.86315E-8	
5000	5.71636E-8	5000	7.86704E-8	
5002.666667	1.52933E-7	5002.666667	2.86424E-7	
5005.333333	1.15442E-7	5005.333333	1.37126E-7	
5008	7.42209E-8	5008	4.60741E-8	
5010.666667	1.62501E-8	5010.666667	1.27296E-7	
5013.333333	1.06133E-7	5013.333333	1.59551E-7	
5016	4.83486E-8	5016	7.90292E-8	
5018.666667	1.39035E-8	5018.666667	5.32074E-8	
5021.333333	3.95662E-8	5021.333333	7.60226E-8	
5024	7.12183E-8	5024	1.11185E-7	
5026.666667	2.6664E-8	5026.666667	5.96804E-8	
5029.333333	3.04774E-9	5029.333333	3.7862E-8	
5032	5.63637E-8	5032	1.27274E-8	
5034.666667	4.43009E-8	5034.666667	2.37384E-7	
5037.333333	1.80304E-8	5037.333333	9.49983E-8	
5040	1.31486E-7	5040	3.10423E-8	
5042.666667	4.80601E-9	5042.666667	8.65542E-8	
5045.333333	1.30837E-7	5045.333333	4.7795E-8	
5048	6.21638E-8	5048	2.80211E-8	
5050.666667	4.0352E-9	5050.666667	4.64493E-8	
5053.333333	8.10663E-8	5053.333333	6.37454E-8	
5056	1.9761E-8	5056	9.03537E-8	
5058.666667	1.12141E-7	5058.666667	2.71203E-9	
5061.333333	4.63181E-8	5061.333333	1.67159E-8	
5064	2.98657E-8	5064	1.24074E-7	
5066.666667	7.04001E-8	5066.666667	1.2176E-7	
5069.333333	2.494E-7	5069.333333	2.54959E-7	
5072	3.82971E-9	5072	6.24704E-8	
