Frequency (Hz) - Left Channel (Power Spectrum)	Amplitude - Left Channel (Power Spectrum)	Frequency (Hz) - Right Channel (Power Spectrum)	Amplitude - Right Channel (Power Spectrum)	
3088	1.43436E-7	3088	2.30696E-7	
3090.666667	5.76202E-7	3090.666667	2.79743E-7	
3093.333333	1.12631E-7	3093.333333	7.90662E-8	
3096	2.54925E-8	3096	1.04712E-7	
3098.666667	4.79984E-8	3098.666667	9.46486E-8	
3101.333333	1.02927E-7	3101.333333	1.8061E-8	
3104	8.08129E-8	3104	4.61215E-8	
3106.666667	1.90928E-7	3106.666667	4.48513E-7	
3109.333333	2.09066E-7	3109.333333	2.18691E-7	
3112	1.44401E-7	3112	1.39362E-7	
3114.666667	3.41796E-7	3114.666667	2.41701E-7	
3117.333333	7.01894E-7	3117.333333	5.56549E-7	
3120	2.76689E-8	3120	9.3661E-9	
3122.666667	7.32265E-8	3122.666667	7.90686E-9	
3125.333333	1.09968E-8	3125.333333	9.89324E-8	
3128	2.20269E-7	3128	8.9892E-8	
3130.666667	5.33154E-9	3130.666667	2.99174E-9	
3133.333333	2.6397E-7	3133.333333	1.42286E-7	
3136	1.20642E-7	3136	1.07609E-7	
3138.666667	2.20968E-8	3138.666667	3.95428E-8	
3141.333333	9.36503E-8	3141.333333	1.3286E-8	
3144	4.04193E-8	3144	3.19719E-8	
3146.666667	1.00061E-7	3146.666667	7.25422E-8	
3149.333333	1.20449E-7	3149.333333	1.43862E-7	
3152	1.11533E-8	3152	1.74212E-8	
3154.666667	2.77367E-7	3154.666667	5.04778E-7	
3157.333333	4.83557E-7	3157.333333	6.64281E-7	
3160	1.36498E-7	3160	2.33737E-7	
3162.666667	1.27454E-7	3162.666667	1.25814E-7	
3165.333333	2.33222E-8	3165.333333	9.45875E-8	
3168	3.04626E-8	3168	5.50627E-8	
3170.666667	1.99986E-7	3170.666667	1.97006E-7	
3173.333333	2.22804E-7	3173.333333	1.19486E-7	
3176	8.28703E-9	3176	7.0315E-9	
3178.666667	1.89921E-7	3178.666667	2.13376E-7	
3181.333333	2.97499E-7	3181.333333	5.44907E-7	
3184	2.67932E-7	3184	1.5231E-7	
3186.666667	2.66734E-7	3186.666667	1.71298E-7	
3189.333333	2.78106E-7	3189.333333	2.79778E-8	
3192	5.14437E-8	3192	1.85113E-8	
3194.666667	2.66575E-7	3194.666667	2.29996E-7	
3197.333333	2.71202E-7	3197.333333	4.28E-8	
3200	1.55084E-8	3200	2.09641E-8	
3202.666667	1.87218E-9	3202.666667	7.96219E-8	
3205.333333	1.83551E-7	3205.333333	1.51096E-7	
3208	5.05313E-8	3208	6.58101E-8	
3210.666667	1.41755E-7	3210.666667	1.48912E-7	
3213.333333	1.50189E-7	3213.333333	2.22383E-7	
3216	4.82087E-8	3216	4.13958E-8	
3218.666667	1.23058E-7	3218.666667	7.15749E-8	
3221.333333	1.29121E-7	3221.333333	2.17377E-7	
3224	2.74348E-7	3224	2.20894E-7	
3226.666667	1.17491E-7	3226.666667	1.21332E-7	
3229.333333	1.07072E-8	3229.333333	1.15855E-7	
3232	1.04813E-7	3232	2.96603E-9	
3234.666667	1.07088E-7	3234.666667	2.34079E-8	
3237.333333	3.27068E-7	3237.333333	1.39912E-7	
3240	6.88914E-7	3240	2.69979E-7	
3242.666667	1.04215E-7	3242.666667	4.40188E-8	
3245.333333	7.35437E-8	3245.333333	8.32544E-8	
3248	2.73561E-8	3248	6.86723E-9	
3250.666667	4.58176E-8	3250.666667	1.83797E-7	
3253.333333	2.13097E-7	3253.333333	1.23576E-7	
3256	1.29665E-7	3256	2.23327E-7	
3258.666667	1.10297E-7	3258.666667	3.33952E-8	
3261.333333	3.52568E-7	3261.333333	5.16592E-7	
3264	4.87726E-7	3264	1.05005E-7	
3266.666667	1.62589E-7	3266.666667	1.42796E-7	
3269.333333	4.54626E-8	3269.333333	7.49444E-8	
3272	1.58066E-7	3272	8.32995E-8	
3274.666667	2.17993E-7	3274.666667	1.80597E-7	
3277.333333	3.06841E-7	3277.333333	1.5464E-7	
3280	3.98129E-8	3280	6.70031E-8	
3282.666667	3.36921E-7	3282.666667	2.15223E-7	
3285.333333	8.75941E-8	3285.333333	7.64118E-8	
3288	2.25429E-7	3288	1.14493E-7	
3290.666667	8.43536E-8	3290.666667	1.34548E-7	
3293.333333	3.02731E-8	3293.333333	1.25484E-7	
3296	2.98958E-7	3296	3.01976E-8	
3298.666667	5.06719E-8	3298.666667	2.21323E-7	
3301.333333	2.14681E-7	3301.333333	1.33363E-7	
3304	4.26501E-7	3304	4.66901E-7	
3306.666667	1.63393E-7	3306.666667	9.64573E-8	
3309.333333	5.83668E-7	3309.333333	6.94589E-7	
3312	2.44955E-7	3312	3.13774E-7	
3314.666667	1.86922E-7	3314.666667	2.1992E-7	
3317.333333	8.3642E-9	3317.333333	1.06382E-7	
3320	1.48666E-7	3320	1.18456E-7	
3322.666667	1.54088E-7	3322.666667	9.32427E-8	
3325.333333	2.44342E-7	3325.333333	3.21691E-7	
3328	2.4393E-7	3328	3.3554E-8	
3330.666667	5.51629E-8	3330.666667	6.7051E-8	
3333.333333	1.01209E-8	3333.333333	5.78281E-8	
3336	1.18865E-8	3336	2.91957E-8	
3338.666667	1.77114E-8	3338.666667	9.08812E-9	
3341.333333	9.71193E-8	3341.333333	1.54015E-7	
3344	1.4423E-8	3344	3.72237E-8	
3346.666667	2.37163E-7	3346.666667	2.60195E-7	
3349.333333	1.24803E-7	3349.333333	1.99695E-8	
3352	1.6628E-9	3352	2.85362E-8	
3354.666667	6.85527E-8	3354.666667	5.15565E-9	
3357.333333	6.3433E-9	3357.333333	4.20467E-8	
3360	1.97359E-7	3360	2.92455E-7	
3362.666667	6.3224E-9	3362.666667	4.53998E-9	
3365.333333	1.23579E-7	3365.333333	1.09794E-9	
3368	1.73964E-7	3368	1.41264E-7	
3370.666667	2.51716E-7	3370.666667	1.74397E-7	
3373.333333	1.68673E-8	3373.333333	4.19619E-8	
3376	3.56194E-8	3376	7.88638E-9	
3378.666667	4.56727E-8	3378.666667	2.33065E-7	
3381.333333	2.36406E-7	3381.333333	1.60646E-7	
3384	4.36498E-8	3384	1.34766E-8	
3386.666667	3.05991E-8	3386.666667	4.70237E-8	
3389.333333	5.32002E-8	3389.333333	8.63487E-8	
3392	4.00876E-7	3392	1.85366E-7	
3394.666667	7.03704E-8	3394.666667	1.40397E-7	
3397.333333	2.19165E-8	3397.333333	1.54208E-7	
3400	9.57808E-8	3400	1.52428E-7	
3402.666667	6.91319E-8	3402.666667	4.30531E-8	
3405.333333	1.06616E-8	3405.333333	2.4006E-8	
3408	2.62416E-8	3408	1.51311E-8	
3410.666667	8.38633E-8	3410.666667	1.40902E-7	
3413.333333	8.21181E-8	3413.333333	8.5255E-8	
3416	2.95129E-7	3416	2.50966E-7	
3418.666667	7.93321E-8	3418.666667	7.80689E-8	
3421.333333	3.05183E-8	3421.333333	4.04499E-8	
3424	3.02976E-9	3424	2.33951E-8	
3426.666667	1.71102E-7	3426.666667	9.62487E-8	
3429.333333	2.56714E-8	3429.333333	5.77386E-9	
3432	1.80396E-8	3432	7.2166E-8	
3434.666667	8.52965E-8	3434.666667	1.36465E-8	
3437.333333	2.60023E-8	3437.333333	1.6904E-8	
3440	1.95716E-9	3440	1.05468E-9	
3442.666667	6.40268E-9	3442.666667	2.06757E-8	
3445.333333	5.57607E-9	3445.333333	1.13367E-8	
3448	9.91922E-8	3448	1.32148E-7	
3450.666667	4.72811E-8	3450.666667	1.7942E-8	
3453.333333	2.81812E-8	3453.333333	7.24883E-8	
3456	1.59725E-7	3456	2.14584E-8	
3458.666667	6.18184E-8	3458.666667	4.30707E-7	
3461.333333	7.4311E-8	3461.333333	8.67065E-8	
3464	9.49097E-8	3464	2.51021E-7	
3466.666667	5.96492E-7	3466.666667	7.93239E-7	
3469.333333	2.90153E-9	3469.333333	6.30842E-8	
3472	6.27863E-9	3472	2.91067E-7	
3474.666667	2.17935E-7	3474.666667	4.28478E-8	
3477.333333	1.43784E-7	3477.333333	2.39313E-8	
3480	7.14145E-8	3480	6.24919E-8	
3482.666667	6.04317E-7	3482.666667	2.64656E-9	
3485.333333	6.06946E-8	3485.333333	3.42581E-8	
3488	2.44324E-7	3488	1.66039E-7	
3490.666667	3.02721E-8	3490.666667	1.7585E-7	
3493.333333	6.39944E-7	3493.333333	7.90057E-7	
3496	1.43414E-7	3496	1.75756E-6	
3498.666667	7.47304E-8	3498.666667	7.1852E-7	
3501.333333	4.39698E-7	3501.333333	5.15895E-7	
3504	3.31528E-7	3504	2.95389E-7	
3506.666667	6.0521E-7	3506.666667	6.10122E-7	
3509.333333	5.23925E-7	3509.333333	3.97648E-7	
3512	4.42191E-7	3512	2.10012E-6	
3514.666667	8.99034E-7	3514.666667	2.33524E-6	
3517.333333	1.88457E-6	3517.333333	8.98707E-7	
3520	7.75872E-7	3520	3.13264E-6	
3522.666667	5.54325E-7	3522.666667	1.06858E-6	
3525.333333	2.08156E-7	3525.333333	5.38498E-7	
3528	1.47857E-7	3528	3.91547E-7	
3530.666667	3.18856E-8	3530.666667	1.3723E-7	
3533.333333	1.66346E-7	3533.333333	2.34242E-8	
3536	1.71164E-8	3536	2.27682E-7	
3538.666667	2.90623E-7	3538.666667	7.83671E-8	
3541.333333	6.21417E-8	3541.333333	4.2212E-7	
3544	2.50184E-6	3544	5.23162E-7	
3546.666667	1.21612E-6	3546.666667	1.97926E-7	
3549.333333	5.85306E-7	3549.333333	3.1072E-7	
3552	1.03359E-6	3552	4.80026E-8	
3554.666667	3.04422E-7	3554.666667	9.10256E-8	
3557.333333	2.9808E-7	3557.333333	1.58428E-7	
3560	3.16679E-7	3560	2.23514E-7	
3562.666667	2.18992E-8	3562.666667	1.05564E-7	
3565.333333	3.88079E-7	3565.333333	1.63745E-7	
3568	3.81124E-7	3568	1.2435E-7	
3570.666667	2.90016E-8	3570.666667	9.51673E-8	
3573.333333	1.19044E-7	3573.333333	9.61278E-8	
3576	2.46706E-8	3576	6.44293E-8	
3578.666667	2.6996E-8	3578.666667	1.18925E-8	
3581.333333	8.226E-8	3581.333333	1.47907E-7	
3584	1.50772E-7	3584	2.3443E-8	
3586.666667	1.62341E-8	3586.666667	1.02238E-7	
3589.333333	3.14059E-8	3589.333333	3.07555E-8	
3592	5.79201E-8	3592	8.44023E-9	
3594.666667	6.48092E-8	3594.666667	1.07148E-7	
3597.333333	3.65969E-9	3597.333333	1.47024E-8	
3600	1.08772E-7	3600	7.51762E-8	
3602.666667	3.69974E-9	3602.666667	1.09813E-7	
3605.333333	1.67834E-7	3605.333333	9.18272E-8	
3608	1.9146E-8	3608	3.63603E-8	
3610.666667	1.44353E-7	3610.666667	8.30734E-9	
3613.333333	1.41981E-7	3613.333333	1.18678E-7	
3616	6.16766E-8	3616	5.25195E-9	
3618.666667	3.18598E-8	3618.666667	6.31656E-8	
3621.333333	4.84055E-8	3621.333333	2.2766E-8	
3624	2.3823E-7	3624	3.13118E-7	
3626.666667	2.80411E-7	3626.666667	2.63447E-7	
3629.333333	9.76413E-8	3629.333333	1.38235E-7	
3632	1.152E-7	3632	3.02027E-7	
3634.666667	1.36074E-8	3634.666667	4.31221E-8	
3637.333333	8.35527E-8	3637.333333	9.81469E-9	
3640	9.86143E-8	3640	6.13377E-10	
3642.666667	8.21824E-8	3642.666667	1.73156E-8	
3645.333333	7.98376E-9	3645.333333	3.74283E-9	
3648	7.64654E-8	3648	1.02125E-7	
3650.666667	2.11987E-7	3650.666667	1.92467E-7	
3653.333333	1.71234E-7	3653.333333	1.31574E-7	
3656	1.51265E-7	3656	1.15661E-7	
3658.666667	2.25589E-8	3658.666667	4.26697E-8	
3661.333333	3.74176E-8	3661.333333	2.25802E-9	
3664	1.6089E-7	3664	1.23988E-7	
3666.666667	5.17791E-8	3666.666667	1.41334E-8	
3669.333333	2.52141E-7	3669.333333	2.91124E-7	
3672	1.71245E-8	3672	4.38067E-8	
3674.666667	3.21012E-7	3674.666667	3.11413E-7	
3677.333333	1.91213E-7	3677.333333	1.43464E-7	
3680	1.33304E-7	3680	1.13608E-7	
3682.666667	1.88491E-7	3682.666667	4.0074E-7	
3685.333333	3.1384E-8	3685.333333	2.58352E-8	
3688	2.16947E-7	3688	3.86446E-7	
3690.666667	8.491E-9	3690.666667	4.1698E-8	
3693.333333	1.62839E-8	3693.333333	3.47301E-8	
3696	1.05087E-8	3696	5.22752E-9	
3698.666667	7.98615E-8	3698.666667	7.57917E-8	
3701.333333	2.48753E-7	3701.333333	5.07178E-9	
3704	6.07842E-8	3704	6.79758E-9	
3706.666667	5.06294E-8	3706.666667	2.26889E-8	
3709.333333	8.71239E-8	3709.333333	3.81479E-8	
3712	4.67324E-10	3712	2.07297E-9	
3714.666667	4.51355E-8	3714.666667	8.39899E-8	
3717.333333	5.00022E-8	3717.333333	8.14025E-8	
3720	5.7746E-8	3720	2.25423E-7	
3722.666667	1.01298E-7	3722.666667	9.12812E-8	
3725.333333	6.35672E-8	3725.333333	2.34469E-8	
3728	1.76798E-7	3728	1.40453E-7	
3730.666667	2.06975E-8	3730.666667	6.19886E-8	
3733.333333	5.02335E-8	3733.333333	5.29879E-8	
3736	3.48988E-7	3736	1.75653E-7	
3738.666667	1.28184E-8	3738.666667	9.19759E-9	
3741.333333	7.06948E-8	3741.333333	9.1603E-8	
3744	6.74479E-8	3744	1.49257E-8	
3746.666667	1.06967E-7	3746.666667	2.25072E-7	
3749.333333	1.51029E-8	3749.333333	6.02417E-8	
3752	9.1875E-8	3752	2.05612E-7	
3754.666667	1.37955E-8	3754.666667	1.35071E-8	
3757.333333	3.79027E-8	3757.333333	3.90357E-8	
3760	1.08986E-7	3760	1.05222E-7	
3762.666667	5.98045E-8	3762.666667	9.78902E-8	
3765.333333	5.69085E-9	3765.333333	1.59943E-8	
3768	1.02799E-7	3768	7.90326E-8	
3770.666667	2.63755E-7	3770.666667	3.3048E-7	
3773.333333	3.46373E-8	3773.333333	8.01292E-9	
3776	1.43803E-7	3776	1.1291E-7	
3778.666667	1.42957E-9	3778.666667	1.54144E-8	
3781.333333	6.28823E-9	3781.333333	1.71251E-8	
3784	6.60237E-8	3784	1.41404E-8	
3786.666667	2.15045E-7	3786.666667	2.57654E-7	
3789.333333	3.97694E-9	3789.333333	4.56448E-8	
3792	6.24842E-8	3792	6.83216E-9	
3794.666667	1.49764E-7	3794.666667	1.45508E-7	
3797.333333	1.32091E-9	3797.333333	2.28401E-8	
3800	8.49455E-8	3800	5.27606E-8	
3802.666667	7.57724E-8	3802.666667	4.47552E-8	
3805.333333	2.4199E-8	3805.333333	3.21308E-8	
3808	1.67612E-8	3808	6.62523E-8	
3810.666667	2.01325E-7	3810.666667	1.94857E-7	
3813.333333	4.58484E-8	3813.333333	2.27572E-8	
3816	2.00772E-8	3816	5.20808E-8	
3818.666667	6.21558E-8	3818.666667	5.03926E-8	
3821.333333	1.94274E-7	3821.333333	1.80432E-7	
3824	2.04796E-8	3824	1.30167E-8	
3826.666667	5.94684E-8	3826.666667	1.6895E-8	
3829.333333	3.88717E-8	3829.333333	3.07334E-8	
3832	9.53326E-8	3832	7.71558E-8	
3834.666667	5.83198E-8	3834.666667	2.98209E-8	
3837.333333	1.25642E-7	3837.333333	6.05419E-8	
3840	1.39523E-7	3840	1.08823E-7	
3842.666667	1.72708E-7	3842.666667	1.40521E-7	
3845.333333	1.73686E-8	3845.333333	2.24109E-8	
3848	3.96317E-8	3848	6.88386E-8	
3850.666667	9.09517E-8	3850.666667	1.20832E-8	
3853.333333	2.43516E-8	3853.333333	5.99964E-8	
3856	4.10606E-8	3856	5.66263E-9	
3858.666667	1.8315E-7	3858.666667	4.38714E-8	
3861.333333	2.49432E-8	3861.333333	1.42762E-8	
3864	2.47888E-8	3864	4.53505E-9	
3866.666667	1.89498E-7	3866.666667	3.84215E-8	
3869.333333	3.15845E-8	3869.333333	4.55145E-8	
3872	9.71203E-8	3872	1.99248E-7	
3874.666667	2.53485E-7	3874.666667	1.3017E-7	
3877.333333	2.49536E-8	3877.333333	3.43935E-8	
3880	2.8826E-8	3880	1.69633E-8	
3882.666667	1.55919E-8	3882.666667	4.0287E-8	
3885.333333	1.4217E-7	3885.333333	1.0844E-8	
3888	2.00008E-7	3888	2.4105E-7	
3890.666667	7.05959E-8	3890.666667	8.98152E-8	
3893.333333	3.00052E-8	3893.333333	4.36939E-8	
3896	2.52969E-7	3896	2.48889E-7	
3898.666667	2.90239E-8	3898.666667	1.32455E-7	
3901.333333	1.84263E-7	3901.333333	3.23723E-8	
3904	4.62421E-7	3904	7.98431E-8	
3906.666667	1.31066E-7	3906.666667	9.71641E-8	
3909.333333	5.95696E-9	3909.333333	3.35412E-9	
3912	6.80776E-8	3912	2.90939E-8	
3914.666667	1.59473E-8	3914.666667	2.5898E-8	
3917.333333	1.5684E-8	3917.333333	1.32523E-8	
3920	1.21194E-7	3920	7.46186E-9	
3922.666667	2.71909E-8	3922.666667	1.39343E-8	
3925.333333	1.07133E-7	3925.333333	2.71713E-8	
3928	1.99943E-7	3928	1.08064E-7	
3930.666667	1.51516E-8	3930.666667	8.09615E-9	
3933.333333	1.55184E-7	3933.333333	5.18774E-8	
3936	4.3664E-9	3936	1.85566E-8	
3938.666667	1.90003E-8	3938.666667	1.58179E-10	
3941.333333	6.53364E-8	3941.333333	8.71203E-10	
3944	3.741E-7	3944	1.32609E-7	
3946.666667	1.95115E-7	3946.666667	1.56231E-7	
3949.333333	3.05019E-7	3949.333333	2.29448E-7	
3952	5.61331E-8	3952	9.16584E-8	
3954.666667	5.19877E-8	3954.666667	8.42488E-8	
3957.333333	1.35805E-7	3957.333333	7.11291E-8	
3960	3.95636E-7	3960	1.25008E-7	
3962.666667	2.6474E-7	3962.666667	1.39838E-7	
3965.333333	5.22122E-7	3965.333333	1.0186E-7	
3968	8.34909E-8	3968	1.53591E-7	
3970.666667	1.12526E-7	3970.666667	8.49205E-8	
3973.333333	1.99534E-8	3973.333333	3.71707E-8	
3976	1.34921E-7	3976	4.95758E-8	
3978.666667	3.11262E-7	3978.666667	2.3752E-7	
3981.333333	1.18742E-7	3981.333333	4.54619E-8	
3984	6.0142E-8	3984	4.33446E-8	
3986.666667	1.39042E-8	3986.666667	2.48101E-8	
3989.333333	2.14904E-7	3989.333333	1.08347E-7	
3992	2.3302E-8	3992	1.20754E-8	
3994.666667	2.6501E-8	3994.666667	2.04592E-8	
3997.333333	2.56165E-8	3997.333333	5.23742E-8	
4000	4.29476E-7	4000	2.66224E-7	
4002.666667	2.73449E-7	4002.666667	3.96052E-8	
4005.333333	2.4399E-8	4005.333333	2.89504E-8	
4008	8.80584E-10	4008	4.51947E-10	
4010.666667	8.06228E-8	4010.666667	1.3756E-7	
4013.333333	3.2034E-7	4013.333333	1.90359E-7	
4016	6.17418E-9	4016	8.3957E-9	
4018.666667	2.20809E-8	4018.666667	9.63279E-8	
4021.333333	2.83401E-8	4021.333333	8.84971E-10	
4024	1.46079E-7	4024	2.59646E-7	
4026.666667	7.92873E-8	4026.666667	1.12447E-7	
4029.333333	1.14978E-9	4029.333333	4.97247E-9	
4032	4.01969E-8	4032	1.85903E-7	
4034.666667	9.976E-10	4034.666667	1.18586E-8	
4037.333333	9.66342E-8	4037.333333	4.34058E-8	
4040	7.83315E-8	4040	5.24697E-8	
4042.666667	5.77239E-8	4042.666667	3.05517E-8	
4045.333333	2.43343E-8	4045.333333	2.22063E-8	
4048	1.28616E-8	4048	7.43982E-8	
4050.666667	1.29577E-7	4050.666667	4.5928E-8	
4053.333333	1.18051E-7	4053.333333	9.69489E-8	
4056	3.32918E-8	4056	5.81321E-8	
4058.666667	6.01468E-8	4058.666667	1.86096E-8	
4061.333333	1.5395E-7	4061.333333	3.22378E-9	
4064	6.39661E-9	4064	1.07355E-8	
4066.666667	2.89667E-7	4066.666667	6.9222E-8	
4069.333333	1.6297E-8	4069.333333	2.42177E-8	
4072	7.72136E-8	4072	4.94255E-8	
4074.666667	4.34311E-8	4074.666667	8.78904E-8	
4077.333333	1.64057E-7	4077.333333	1.95795E-8	
4080	1.1281E-7	4080	6.36629E-8	
4082.666667	1.6806E-8	4082.666667	4.0783E-8	
4085.333333	1.88532E-8	4085.333333	3.72173E-9	
4088	2.29723E-9	4088	6.01605E-9	
4090.666667	2.39218E-8	4090.666667	1.07446E-7	
4093.333333	9.18248E-8	4093.333333	9.88295E-9	
4096	5.9695E-8	4096	1.10485E-9	
4098.666667	5.38189E-8	4098.666667	5.37118E-8	
4101.333333	1.96681E-7	4101.333333	1.1684E-7	
4104	1.14137E-7	4104	6.73227E-8	
4106.666667	2.15069E-7	4106.666667	1.89539E-7	
4109.333333	4.86465E-8	4109.333333	4.77133E-8	
4112	1.39232E-7	4112	1.425E-7	
4114.666667	6.25763E-9	4114.666667	5.50993E-8	
4117.333333	1.10369E-7	4117.333333	6.75004E-8	
4120	7.03612E-8	4120	6.9193E-8	
4122.666667	2.98748E-7	4122.666667	1.23798E-7	
4125.333333	2.18734E-8	4125.333333	2.73466E-9	
4128	5.51574E-8	4128	1.30539E-7	
4130.666667	5.77243E-9	4130.666667	3.7514E-9	
4133.333333	1.62557E-7	4133.333333	7.9258E-8	
4136	4.01217E-8	4136	1.25397E-8	
4138.666667	5.26097E-8	4138.666667	6.185E-8	
4141.333333	6.22366E-8	4141.333333	2.06867E-8	
4144	1.14177E-7	4144	7.3247E-9	
4146.666667	7.95044E-8	4146.666667	4.95131E-8	
4149.333333	1.38026E-7	4149.333333	1.26726E-8	
4152	6.65605E-9	4152	4.54276E-9	
4154.666667	1.41102E-8	4154.666667	2.90677E-8	
4157.333333	2.63371E-8	4157.333333	1.37255E-8	
4160	1.12254E-7	4160	5.02088E-8	
4162.666667	5.82235E-9	4162.666667	8.32839E-9	
4165.333333	2.62136E-9	4165.333333	7.38383E-9	
4168	4.01752E-8	4168	4.10292E-8	
4170.666667	1.0142E-7	4170.666667	1.28172E-7	
4173.333333	6.70215E-9	4173.333333	1.42963E-8	
4176	5.17885E-10	4176	2.63361E-9	
4178.666667	8.18638E-8	4178.666667	2.88232E-8	
4181.333333	7.97483E-9	4181.333333	1.0224E-8	
4184	4.01314E-8	4184	4.38852E-8	
4186.666667	3.80911E-8	4186.666667	5.90301E-8	
4189.333333	5.79876E-8	4189.333333	5.38311E-8	
4192	6.23743E-9	4192	1.44629E-8	
4194.666667	2.32179E-8	4194.666667	4.30357E-9	
4197.333333	1.11804E-7	4197.333333	8.31571E-8	
4200	7.44827E-8	4200	1.19226E-7	
4202.666667	5.0011E-8	4202.666667	3.85201E-8	
4205.333333	1.64483E-7	4205.333333	8.91661E-8	
4208	8.40509E-8	4208	1.51855E-7	
4210.666667	7.59243E-8	4210.666667	1.72203E-7	
4213.333333	5.15577E-8	4213.333333	1.24958E-7	
4216	2.24114E-9	4216	5.05749E-9	
4218.666667	2.02039E-7	4218.666667	2.17855E-7	
4221.333333	6.44932E-8	4221.333333	3.70625E-8	
4224	3.22766E-8	4224	3.13166E-8	
4226.666667	1.18984E-7	4226.666667	5.98949E-8	
4229.333333	1.95325E-8	4229.333333	7.37279E-9	
4232	3.89969E-8	4232	6.41798E-8	
4234.666667	1.29815E-8	4234.666667	2.32638E-8	
4237.333333	5.41291E-10	4237.333333	2.75692E-8	
4240	3.92107E-7	4240	1.13939E-7	
4242.666667	1.27878E-7	4242.666667	7.87963E-8	
4245.333333	1.07841E-7	4245.333333	1.76348E-7	
4248	2.10838E-8	4248	1.69554E-8	
4250.666667	4.82721E-8	4250.666667	4.95619E-8	
4253.333333	2.32664E-8	4253.333333	7.72125E-9	
4256	5.25767E-9	4256	2.64911E-8	
4258.666667	3.69313E-8	4258.666667	1.24894E-8	
4261.333333	3.08367E-8	4261.333333	2.10138E-8	
4264	1.08867E-7	4264	9.54619E-8	
4266.666667	1.10659E-7	4266.666667	1.91976E-7	
4269.333333	3.68576E-7	4269.333333	9.93098E-8	
4272	1.34891E-7	4272	1.24495E-7	
4274.666667	1.1701E-7	4274.666667	6.51303E-8	
4277.333333	2.7911E-9	4277.333333	5.96339E-8	
4280	1.80094E-9	4280	2.57593E-8	
4282.666667	7.46013E-8	4282.666667	3.27912E-8	
4285.333333	6.56435E-8	4285.333333	1.35564E-7	
4288	2.57076E-8	4288	1.85355E-8	
4290.666667	4.37211E-8	4290.666667	5.00375E-8	
4293.333333	8.07302E-8	4293.333333	5.38905E-8	
4296	1.89691E-7	4296	2.87593E-7	
4298.666667	7.87122E-8	4298.666667	2.60876E-8	
4301.333333	2.38698E-7	4301.333333	6.40548E-8	
4304	5.87669E-8	4304	3.89183E-8	
4306.666667	2.81086E-8	4306.666667	9.88314E-11	
4309.333333	1.80976E-7	4309.333333	1.28042E-7	
4312	3.0553E-8	4312	7.24391E-8	
4314.666667	1.24955E-7	4314.666667	8.21667E-9	
4317.333333	2.72158E-7	4317.333333	2.37876E-7	
4320	3.11949E-7	4320	4.32013E-7	
4322.666667	2.68169E-8	4322.666667	1.26739E-7	
4325.333333	1.07324E-8	4325.333333	1.77947E-7	
4328	8.56465E-8	4328	1.57294E-7	
4330.666667	1.89801E-7	4330.666667	1.18432E-7	
4333.333333	4.1502E-7	4333.333333	2.20712E-7	
4336	3.12396E-9	4336	2.62378E-9	
4338.666667	8.21505E-8	4338.666667	1.48613E-7	
4341.333333	1.89714E-7	4341.333333	1.61333E-7	
4344	1.92239E-8	4344	1.50032E-8	
4346.666667	8.91433E-8	4346.666667	4.90544E-9	
4349.333333	1.57718E-7	4349.333333	1.65124E-8	
4352	4.53402E-7	4352	1.49555E-9	
4354.666667	5.98379E-7	4354.666667	2.82069E-7	
4357.333333	2.66877E-7	4357.333333	4.26018E-7	
4360	1.69685E-7	4360	5.07099E-8	
4362.666667	6.69823E-7	4362.666667	1.02741E-6	
4365.333333	3.57491E-7	4365.333333	3.63768E-7	
4368	9.15225E-8	4368	4.54095E-7	
4370.666667	2.40863E-8	4370.666667	1.13017E-7	
4373.333333	7.55094E-9	4373.333333	1.35205E-7	
4376	1.50046E-8	4376	1.64943E-7	
4378.666667	9.51919E-8	4378.666667	3.3176E-7	
4381.333333	9.88775E-7	4381.333333	1.02299E-6	
4384	1.1852E-7	4384	1.34853E-7	
4386.666667	2.39064E-7	4386.666667	4.18959E-7	
4389.333333	1.23029E-7	4389.333333	2.54106E-9	
4392	2.09993E-7	4392	8.45775E-7	
4394.666667	1.24212E-8	4394.666667	1.73912E-7	
4397.333333	8.02298E-7	4397.333333	1.27816E-6	
4400	7.58175E-7	4400	8.37234E-7	
4402.666667	1.26553E-7	4402.666667	1.60226E-7	
4405.333333	7.82149E-7	4405.333333	2.0486E-7	
4408	1.61751E-8	4408	6.0371E-8	
4410.666667	2.55963E-7	4410.666667	4.73367E-9	
4413.333333	4.2183E-9	4413.333333	2.30646E-8	
4416	4.35591E-7	4416	3.45979E-8	
4418.666667	1.17505E-7	4418.666667	3.84448E-8	
4421.333333	6.43772E-7	4421.333333	2.06677E-7	
4424	3.00007E-7	4424	3.51851E-7	
4426.666667	6.33929E-8	4426.666667	2.29134E-7	
4429.333333	2.03804E-7	4429.333333	1.3201E-7	
4432	1.95746E-7	4432	2.46827E-8	
4434.666667	4.56361E-7	4434.666667	1.99221E-7	
4437.333333	2.10033E-7	4437.333333	1.20622E-7	
4440	3.23002E-7	4440	1.19942E-7	
4442.666667	3.16336E-7	4442.666667	1.02098E-7	
4445.333333	3.80024E-8	4445.333333	1.04011E-7	
4448	1.6222E-8	4448	5.02574E-8	
4450.666667	8.27242E-9	4450.666667	9.26435E-8	
4453.333333	2.3566E-7	4453.333333	8.94658E-8	
4456	1.76016E-7	4456	1.08332E-9	
4458.666667	5.14605E-8	4458.666667	2.13469E-8	
